match_id,number_player,name_player,nationality,age,position,transfer_fee,first_team,substitution,play_time,goals,penalty_goals,missed_penalty_goals,own_goals,assists,yellow_card,red_card
391131,13,Willy Caballero,Argentina,37.0,GK,1000000.0,True,False,90,0,0,0,0,0,False,False
391131,21,Davide Zappacosta,Italy,26.0,RB,18000000.0,True,False,90,0,0,0,0,0,False,False
391131,28,César Azpilicueta,Spain,29.0,CB,40000000.0,True,False,90,0,0,0,0,0,False,False
391131,30,David Luiz,Brazil,32.0,CB,25000000.0,True,False,90,0,0,0,0,0,False,False
391131,3,Marcos Alonso,Spain,28.0,LB,45000000.0,True,False,90,0,0,0,0,0,False,False
391131,8,Ross Barkley,England,25.0,CM,28000000.0,True,True,76,0,0,0,0,0,False,False
391131,5,Jorginho,Italy,27.0,DM,65000000.0,True,False,90,0,0,0,0,0,True,False
391131,12,Ruben Loftus-Cheek,England,23.0,AM,25000000.0,True,False,90,0,0,0,0,0,False,False
391131,11,Pedro,Spain,31.0,RW,25000000.0,True,False,90,0,0,0,0,0,False,False
391131,9,Gonzalo Higuaín,Argentina,31.0,CF,45000000.0,True,True,84,0,0,0,0,0,False,False
391131,22,Willian,Brazil,30.0,LW,50000000.0,True,True,69,0,0,0,0,0,False,False
391131,1,Kepa Arrizabalaga,Spain,24.0,GK,55000000.0,False,False,0,0,0,0,0,0,False,False
391131,10,Eden Hazard,Belgium,28.0,LW,150000000.0,False,True,21,0,0,0,0,0,False,False
391131,17,Mateo Kovacic,Croatia,25.0,CM,35000000.0,False,True,14,0,0,0,0,0,False,False
391131,18,Olivier Giroud,France,32.0,CF,15000000.0,False,True,6,0,0,0,0,0,False,False
391131,27,Andreas Christensen,Denmark,23.0,CB,35000000.0,False,False,0,0,0,0,0,0,False,False
391131,33,Emerson,Italy,24.0,LB,18000000.0,False,False,0,0,0,0,0,0,False,False
391131,53,Marc Guehi,England,18.0,CB,,False,False,0,0,0,0,0,0,False,False
391128,19,Bernd Leno,Germany,27.0,GK,25000000.0,True,False,90,0,0,0,0,0,False,False
391128,12,Stephan Lichtsteiner,Switzerland,35.0,RB,1500000.0,True,False,90,0,0,0,0,0,False,False
391128,20,Shkodran Mustafi,Germany,27.0,CB,30000000.0,True,False,90,0,0,0,0,0,False,False
391128,27,Konstantinos Mavropanos,Greece,21.0,CB,3000000.0,True,True,34,0,0,0,0,0,False,False
391128,18,Nacho Monreal,Spain,33.0,LB,10000000.0,True,False,90,0,0,0,0,0,False,False
391128,4,Mohamed Elneny,Egypt,26.0,DM,10000000.0,True,False,90,0,0,0,0,0,False,False
