match_id,number_player,name_player,nationality,age,position,transfer_fee,first_team,substitution,play_time,goals,penalty_goals,missed_penalty_goals,own_goals,assists,yellow_card,red_card
313763,1,Kasper Schmeichel,Denmark,28.0,GK,3500000.0,True,False,90,0,0,0,0,0,False,False
313763,27,Marcin Wasilewski,Poland,34.0,CB,500000.0,True,True,45,0,0,0,0,0,False,False
313763,14,Robert Huth,Germany,30.0,CB,5000000.0,True,False,90,0,0,0,0,0,False,False
313763,5,Wes Morgan,Jamaica,31.0,CB,2000000.0,True,False,90,0,0,0,0,1,False,False
313763,11,Marc Albrighton,England,25.0,RM,1500000.0,True,False,90,1,0,0,0,0,False,False
313763,19,Esteban Cambiasso,Argentina,34.0,CM,2000000.0,True,True,76,1,0,0,0,0,False,False
313762,22,Steve Harper,England,40.0,GK,250000.0,True,False,90,0,0,0,0,0,False,False
313762,5,James Chester,Wales,26.0,CB,2000000.0,True,True,70,0,0,0,0,0,False,False
313763,10,Andy King,Wales,26.0,DM,2500000.0,True,False,90,0,0,0,0,0,False,False
313762,21,Michael Dawson,England,31.0,CB,4000000.0,True,False,90,0,0,0,0,0,True,False
313763,15,Jeffrey Schlupp,Ghana,22.0,LM,3000000.0,True,False,90,0,0,0,0,1,False,False
313763,26,Riyad Mahrez,Algeria,24.0,AM,3000000.0,True,False,90,0,0,0,0,0,False,False
313758,13,Jed Steer,England,22.0,GK,750000.0,True,False,90,0,0,0,0,0,False,False
313764,1,Joe Hart,England,28.0,GK,16000000.0,True,False,90,0,0,0,0,0,False,False
313758,7,Leandro Bacuna,Curacao,23.0,RB,2500000.0,True,True,80,0,0,0,0,0,False,False
313764,5,Pablo Zabaleta,Argentina,30.0,RB,18000000.0,True,False,90,0,0,0,0,0,False,False
313763,23,Leonardo Ulloa,Argentina,28.0,CF,8500000.0,True,False,90,1,0,0,0,0,False,False
313762,15,Paul McShane,Ireland,29.0,CB,1000000.0,True,False,90,0,0,0,0,0,False,False
313758,4,Ron Vlaar,Netherlands,30.0,CB,6000000.0,True,False,90,0,0,0,0,0,True,False
313763,9,Jamie Vardy,England,28.0,CF,2000000.0,True,True,65,1,0,0,0,0,False,False
313763,2,Ritchie de Laet,Belgium,26.0,CB,2500000.0,False,True,45,0,0,0,0,0,False,False
313758,2,Nathan Baker,England,24.0,CB,2500000.0,True,False,90,0,0,0,0,0,False,False
313763,3,Paul Konchesky,England,34.0,LB,500000.0,False,False,0,0,0,0,0,0,False,False
313763,4,Danny Drinkwater,England,25.0,DM,3000000.0,False,True,14,0,0,0,0,0,False,False
