match_id,name_officials,role
408358,Steve Bruce,Manager Home Team
408358,Jürgen Klopp,Manager Away Team
408358,Anthony Taylor,Referee
408358,Gary Beswick,Assistants
408358,James Mainwaring,Assistants
408358,Matt Donohue,Fourth official
408358,John Brooks,VAR
408358,Scott Ledger,Assistant VAR
408356,Brendan Rodgers,Manager Home Team
408356,Ole Gunnar Solskjaer,Manager Away Team
408356,Martin Atkinson,Referee
408356,Lee Betts,Assistants
408356,Constantine Hatzidakis,Assistants
408356,Oliver Langford,Fourth official
408356,Paul Tierney,VAR
408356,Peter Kirkup,Assistant VAR
408354,Roy Hodgson,Manager Home Team
408354,José Mourinho,Manager Away Team
408354,Andre Marriner,Referee
408354,Neil Davies,Assistants
408354,Graham Kane,Assistants
408354,Tim Robinson,Fourth official
408354,Andy Madley,VAR
408354,Simon Beck,Assistant VAR
408352,Sean Dyche,Manager Home Team
408352,Graham Potter,Manager Away Team
408352,Jonathan Moss,Referee
408352,Edward Smart,Assistants
408352,Richard Wild,Assistants
408352,Jeremy Simpson,Fourth official
408352,Darren Bond,VAR
408352,Dan Robathan,Assistant VAR
408355,Carlo Ancelotti,Manager Home Team
408355,Eddie Howe,Manager Away Team
408355,Chris Kavanagh,Referee
408355,Daniel Cook,Assistants
408355,Sian Massey,Assistants
408355,Geoff Eltringham,Fourth official
408355,Graham Scott,VAR
408355,Mark Scholes,Assistant VAR
408357,Pep Guardiola,Manager Home Team
408357,Daniel Farke,Manager Away Team
408357,Craig Pawson,Referee
408357,Richard West,Assistants
408357,Nick Greenhalgh,Assistants
408357,Tony Harrington,Fourth official
408357,Darren England,VAR
408357,Nicholas Hopton,Assistant VAR
408351,Mikel Arteta,Manager Home Team
408351,Hayden Mullins,Manager Away Team
408351,Mike Dean,Referee
408351,Ian Hussin,Assistants
408351,Darren Cann,Assistants
408351,James Linington,Fourth official
408351,Lee Mason,VAR
408351,Adrian Holmes,Assistant VAR
408353,Frank Lampard,Manager Home Team
408353,Nuno Espírito Santo,Manager Away Team
408353,Stuart Attwell,Referee
408353,Adam Nunn,Assistants
408353,Simon Long,Assistants
408353,Gavin Ward,Fourth official
408353,Simon Hooper,VAR
408353,Derek Eaton,Assistant VAR
408359,Ralph Hasenhüttl,Manager Home Team
408359,Chris Wilder,Manager Away Team
408359,Peter Bankes,Referee
408359,Marc Perry,Assistants
408359,Timothy Wood,Assistants
408359,Dean Whitestone,Fourth official
408359,Jarred Gillet,VAR
408359,Harry Lennard,Assistant VAR
408360,David Moyes,Manager Home Team
408360,Dean Smith,Manager Away Team
408360,Michael Oliver,Referee
408360,Stuart Burt,Assistants
408360,Simon Bennett,Assistants
408360,Robert Jones,Fourth official
408360,David Coote,VAR
408360,Stephen Child,Assistant VAR
408345,Ole Gunnar Solskjaer,Manager Home Team
408345,David Moyes,Manager Away Team
408345,Paul Tierney,Referee
408345,Ian Hussin,Assistants
408345,Darren Cann,Assistants
408345,Mike Dean,Fourth official
408345,Peter Bankes,VAR
408345,Peter Kirkup,Assistant VAR
408349,Hayden Mullins,Manager Home Team
408349,Pep Guardiola,Manager Away Team
408349,Michael Oliver,Referee
408349,Stuart Burt,Assistants
408349,Simon Bennett,Assistants
408349,David Coote,Fourth official
408349,Paul Tierney,VAR
408349,Dan Robathan,Assistant VAR
408347,Chris Wilder,Manager Home Team
408347,Carlo Ancelotti,Manager Away Team
408347,Stuart Attwell,Referee
408347,Simon Long,Assistants
408347,Harry Lennard,Assistants
408347,Andy Madley,Fourth official
408347,Martin Atkinson,VAR
408347,Adam Nunn,Assistant VAR
408343,Graham Potter,Manager Home Team
408343,Steve Bruce,Manager Away Team
408343,Simon Hooper,Referee
408343,Derek Eaton,Assistants
408343,Mark Scholes,Assistants
408343,Gavin Ward,Fourth official
408343,Lee Mason,VAR
408343,Simon Beck,Assistant VAR
408341,Dean Smith,Manager Home Team
408341,Mikel Arteta,Manager Away Team
408341,Chris Kavanagh,Referee
408341,Daniel Cook,Assistants
408341,Sian Massey,Assistants
408341,Graham Scott,Fourth official
408341,Craig Pawson,VAR
408341,Mark Scholes,Assistant VAR
408344,Jürgen Klopp,Manager Home Team
408344,Frank Lampard,Manager Away Team
408344,Andre Marriner,Referee
408344,Scott Ledger,Assistants
408344,Richard West,Assistants
408344,Lee Mason,Fourth official
408344,Stuart Attwell,VAR
408344,Stephen Child,Assistant VAR
408350,Nuno Espírito Santo,Manager Home Team
408350,Roy Hodgson,Manager Away Team
408350,Peter Bankes,Referee
408350,Lee Betts,Assistants
408350,Adrian Holmes,Assistants
408350,Anthony Taylor,Fourth official
408350,Andre Marriner,VAR
408350,Stephen Child,Assistant VAR
408342,Eddie Howe,Manager Home Team
408342,Ralph Hasenhüttl,Manager Away Team
408342,Craig Pawson,Referee
408342,Dan Robathan,Assistants
408342,Peter Kirkup,Assistants
408342,Tim Robinson,Fourth official
408342,David Coote,VAR
408342,Lee Betts,Assistant VAR
408348,José Mourinho,Manager Home Team
408348,Brendan Rodgers,Manager Away Team
408348,Anthony Taylor,Referee
408348,Gary Beswick,Assistants
408348,Adam Nunn,Assistants
408348,Graham Scott,Fourth official
408348,Stuart Attwell,VAR
408348,Scott Ledger,Assistant VAR
408346,Daniel Farke,Manager Home Team
408346,Sean Dyche,Manager Away Team
408346,Kevin Friend,Referee
408346,Simon Beck,Assistants
408346,Andy Garratt,Assistants
408346,Dean Whitestone,Fourth official
408346,Lee Mason,VAR
408346,Stephen Child,Assistant VAR
408340,David Moyes,Manager Home Team
408340,Nigel Pearson,Manager Away Team
408340,Martin Atkinson,Referee
408340,Lee Betts,Assistants
408340,Constantine Hatzidakis,Assistants
408340,David Coote,Fourth official
408340,Stuart Attwell,VAR
408340,Stephen Child,Assistant VAR
408336,Brendan Rodgers,Manager Home Team
408336,Chris Wilder,Manager Away Team
408336,Michael Oliver,Referee
408336,Stuart Burt,Assistants
408336,Simon Bennett,Assistants
408336,Peter Bankes,Fourth official
408336,Paul Tierney,VAR
408336,Constantine Hatzidakis,Assistant VAR
408334,Roy Hodgson,Manager Home Team
408334,Ole Gunnar Solskjaer,Manager Away Team
408334,Graham Scott,Referee
408334,Harry Lennard,Assistants
408334,Derek Eaton,Assistants
408334,Keith Stroud,Fourth official
408334,Simon Hooper,VAR
408334,Andy Garratt,Assistant VAR
408339,Ralph Hasenhüttl,Manager Home Team
408339,Graham Potter,Manager Away Team
408339,Andre Marriner,Referee
408339,Sian Massey,Assistants
408339,Neil Davies,Assistants
408339,John Brooks,Fourth official
408339,Andy Madley,VAR
408339,Peter Kirkup,Assistant VAR
408335,Carlo Ancelotti,Manager Home Team
408335,Dean Smith,Manager Away Team
408335,Anthony Taylor,Referee
408335,Gary Beswick,Assistants
408335,Adam Nunn,Assistants
408335,Darren England,Fourth official
408335,Chris Kavanagh,VAR
408335,Daniel Cook,Assistant VAR
408332,Sean Dyche,Manager Home Team
408332,Nuno Espírito Santo,Manager Away Team
408332,Mike Dean,Referee
408332,Darren Cann,Assistants
408332,Mark Scholes,Assistants
408332,Matt Donohue,Fourth official
408332,Kevin Friend,VAR
408332,Simon Beck,Assistant VAR
408337,Pep Guardiola,Manager Home Team
408337,Eddie Howe,Manager Away Team
408337,Lee Mason,Referee
408337,Richard West,Assistants
408337,Adrian Holmes,Assistants
408337,Robert Jones,Fourth official
408337,Simon Hooper,VAR
408337,Derek Eaton,Assistant VAR
408338,Steve Bruce,Manager Home Team
408338,José Mourinho,Manager Away Team
408338,David Coote,Referee
408338,Ian Hussin,Assistants
408338,Nicholas Hopton,Assistants
408338,Martin Atkinson,Fourth official
408338,Peter Bankes,VAR
408338,Lee Betts,Assistant VAR
408331,Mikel Arteta,Manager Home Team
408331,Jürgen Klopp,Manager Away Team
408331,Paul Tierney,Referee
408331,Daniel Cook,Assistants
408331,Simon Long,Assistants
408331,Graham Scott,Fourth official
408331,Craig Pawson,VAR
408331,Stephen Child,Assistant VAR
408333,Frank Lampard,Manager Home Team
408333,Daniel Farke,Manager Away Team
408333,Jonathan Moss,Referee
408333,Marc Perry,Assistants
408333,Edward Smart,Assistants
408333,Tim Robinson,Fourth official
408333,Martin Atkinson,VAR
408333,Stephen Child,Assistant VAR
408321,Dean Smith,Manager Home Team
408321,Roy Hodgson,Manager Away Team
408321,Martin Atkinson,Referee
408321,Lee Betts,Assistants
408321,Constantine Hatzidakis,Assistants
408321,Peter Bankes,Fourth official
408321,Jonathan Moss,VAR
408321,Peter Kirkup,Assistant VAR
408325,Ole Gunnar Solskjaer,Manager Home Team
408325,Ralph Hasenhüttl,Manager Away Team
408325,Chris Kavanagh,Referee
408325,Sian Massey,Assistants
408325,Scott Ledger,Assistants
408325,Anthony Taylor,Fourth official
408325,Lee Mason,VAR
408325,Marc Perry,Assistant VAR
408330,Nuno Espírito Santo,Manager Home Team
408330,Carlo Ancelotti,Manager Away Team
408330,Anthony Taylor,Referee
408330,Gary Beswick,Assistants
408330,Adam Nunn,Assistants
408330,Kevin Friend,Fourth official
408330,Andre Marriner,VAR
408330,Sian Massey,Assistant VAR
408326,Daniel Farke,Manager Home Team
408326,David Moyes,Manager Away Team
408326,Kevin Friend,Referee
408326,Simon Beck,Assistants
408326,Peter Kirkup,Assistants
408326,Andy Woolmer,Fourth official
408326,Simon Hooper,VAR
408326,Mark Scholes,Assistant VAR
408322,Eddie Howe,Manager Home Team
408322,Brendan Rodgers,Manager Away Team
408322,Stuart Attwell,Referee
408322,Simon Long,Assistants
408322,Neil Davies,Assistants
408322,Simon Hooper,Fourth official
408322,Craig Pawson,VAR
408322,Stephen Child,Assistant VAR
408329,Nigel Pearson,Manager Home Team
408329,Steve Bruce,Manager Away Team
408329,Craig Pawson,Referee
408329,Stuart Burt,Assistants
408329,Dan Robathan,Assistants
408329,Dean Whitestone,Fourth official
408329,Stuart Attwell,VAR
408329,Andy Garratt,Assistant VAR
408328,José Mourinho,Manager Home Team
408328,Mikel Arteta,Manager Away Team
408328,Michael Oliver,Referee
408328,Simon Bennett,Assistants
408328,Daniel Cook,Assistants
408328,Graham Scott,Fourth official
408328,Paul Tierney,VAR
408328,Harry Lennard,Assistant VAR
408324,Jürgen Klopp,Manager Home Team
408324,Sean Dyche,Manager Away Team
408324,David Coote,Referee
408324,Marc Perry,Assistants
408324,Nicholas Hopton,Assistants
408324,Martin Atkinson,Fourth official
408324,Chris Kavanagh,VAR
408324,Adrian Holmes,Assistant VAR
408323,Graham Potter,Manager Home Team
408323,Pep Guardiola,Manager Away Team
408323,Graham Scott,Referee
408323,Edward Smart,Assistants
408323,Derek Eaton,Assistants
408323,James Linington,Fourth official
408323,Peter Bankes,VAR
408323,Stephen Child,Assistant VAR
408327,Chris Wilder,Manager Home Team
408327,Frank Lampard,Manager Away Team
408327,Andre Marriner,Referee
408327,Richard West,Assistants
408327,Darren Cann,Assistants
408327,Lee Mason,Fourth official
408327,Andy Madley,VAR
408327,Ian Hussin,Assistant VAR
408312,Dean Smith,Manager Home Team
408312,Ole Gunnar Solskjaer,Manager Away Team
408312,Jonathan Moss,Referee
408312,Ian Hussin,Assistants
408312,Edward Smart,Assistants
408312,Peter Bankes,Fourth official
408312,Graham Scott,VAR
408312,Stuart Burt,Assistant VAR
408316,Carlo Ancelotti,Manager Home Team
408316,Ralph Hasenhüttl,Manager Away Team
408316,Lee Mason,Referee
408316,Scott Ledger,Assistants
408316,Adrian Holmes,Assistants
408316,Michael Salisbury,Fourth official
408316,Andy Madley,VAR
408316,Mark Scholes,Assistant VAR
408317,Pep Guardiola,Manager Home Team
408317,Steve Bruce,Manager Away Team
408317,Andy Madley,Referee
408317,Richard West,Assistants
408317,Andy Garratt,Assistants
408317,Lee Mason,Fourth official
408317,Andre Marriner,VAR
408317,Harry Lennard,Assistant VAR
408313,Eddie Howe,Manager Home Team
408313,José Mourinho,Manager Away Team
408313,Paul Tierney,Referee
408313,Marc Perry,Assistants
408313,Simon Long,Assistants
408313,Steve Martin,Fourth official
408313,Michael Oliver,VAR
408313,Sian Massey,Assistant VAR
408318,Chris Wilder,Manager Home Team
408318,Nuno Espírito Santo,Manager Away Team
408318,Martin Atkinson,Referee
408318,Lee Betts,Assistants
408318,Darren Cann,Assistants
408318,Anthony Taylor,Fourth official
408318,Jonathan Moss,VAR
408318,Neil Davies,Assistant VAR
408320,David Moyes,Manager Home Team
408320,Sean Dyche,Manager Away Team
408320,Michael Oliver,Referee
408320,Stuart Burt,Assistants
408320,Simon Bennett,Assistants
408320,Graham Scott,Fourth official
408320,Kevin Friend,VAR
408320,Stephen Child,Assistant VAR
408314,Graham Potter,Manager Home Team
408314,Jürgen Klopp,Manager Away Team
408314,Craig Pawson,Referee
408314,Constantine Hatzidakis,Assistants
408314,Dan Robathan,Assistants
408314,Keith Stroud,Fourth official
408314,Simon Hooper,VAR
408314,Derek Eaton,Assistant VAR
408309,José Mourinho,Manager Home Team
408309,Carlo Ancelotti,Manager Away Team
408309,Graham Scott,Referee
408309,Mark Scholes,Assistants
408309,Derek Eaton,Assistants
408309,Tim Robinson,Fourth official
408309,Kevin Friend,VAR
408309,Andy Garratt,Assistant VAR
408315,Roy Hodgson,Manager Home Team
408315,Frank Lampard,Manager Away Team
408315,David Coote,Referee
408315,Neil Davies,Assistants
408315,Nicholas Hopton,Assistants
408315,James Linington,Fourth official
408315,Peter Bankes,VAR
408315,Ian Hussin,Assistant VAR
408319,Nigel Pearson,Manager Home Team
408319,Daniel Farke,Manager Away Team
408319,Anthony Taylor,Referee
408319,Gary Beswick,Assistants
408319,Adam Nunn,Assistants
408319,Andy Woolmer,Fourth official
408319,Martin Atkinson,VAR
408319,Constantine Hatzidakis,Assistant VAR
408311,Mikel Arteta,Manager Home Team
408311,Brendan Rodgers,Manager Away Team
408311,Chris Kavanagh,Referee
408311,Daniel Cook,Assistants
408311,Sian Massey,Assistants
408311,Darren England,Fourth official
408311,Stuart Attwell,VAR
408311,Simon Beck,Assistant VAR
408306,Steve Bruce,Manager Home Team
408306,David Moyes,Manager Away Team
408306,Craig Pawson,Referee
408306,Richard West,Assistants
408306,Edward Smart,Assistants
408306,Tony Harrington,Fourth official
408306,Simon Hooper,VAR
408306,Derek Eaton,Assistant VAR
408301,Sean Dyche,Manager Home Team
408301,Chris Wilder,Manager Away Team
408301,Peter Bankes,Referee
408301,Gary Beswick,Assistants
408301,Ian Hussin,Assistants
408301,Anthony Taylor,Fourth official
408301,Stuart Attwell,VAR
408301,Mark Scholes,Assistant VAR
408304,Jürgen Klopp,Manager Home Team
408304,Dean Smith,Manager Away Team
408304,Paul Tierney,Referee
408304,Scott Ledger,Assistants
