match_id,name_officials,role
446664,Brendan Rodgers,Manager Home Team
446664,Ralph Hasenhüttl,Manager Away Team
446664,Jonathan Moss,Referee
446664,Shaun Hudson,Assistants
446664,Marc Perry,Assistants
446664,Leigh Doughty,Fourth official
446664,Graham Scott,VAR
446664,Timothy Wood,Assistant VAR
446661,Mike Jackson,Manager Home Team
446661,Eddie Howe,Manager Away Team
446661,Craig Pawson,Referee
446661,Edward Smart,Assistants
446661,Dan Robathan,Assistants
446661,Jeremy Simpson,Fourth official
446661,Jarred Gillet,VAR
446661,James Mainwaring,Assistant VAR
446665,Jürgen Klopp,Manager Home Team
446665,Bruno Lage,Manager Away Team
446665,Anthony Taylor,Referee
446665,Gary Beswick,Assistants
446665,Adam Nunn,Assistants
446665,Tony Harrington,Fourth official
446665,Stuart Attwell,VAR
446665,Daniel Cook,Assistant VAR
446659,Thomas Frank,Manager Home Team
446659,Jesse Marsch,Manager Away Team
446659,Paul Tierney,Referee
446659,Neil Davies,Assistants
446659,Lee Betts,Assistants
446659,Robert Jones,Fourth official
446659,John Brooks,VAR
446659,Sian Massey,Assistant VAR
446662,Thomas Tuchel,Manager Home Team
446662,Roy Hodgson,Manager Away Team
446662,Mike Dean,Referee
446662,Ian Hussin,Assistants
446662,Darren Cann,Assistants
446662,John Busby,Fourth official
446662,Michael Salisbury,VAR
446662,Derek Eaton,Assistant VAR
446658,Mikel Arteta,Manager Home Team
446658,Frank Lampard,Manager Away Team
446658,Andre Marriner,Referee
446658,Scott Ledger,Assistants
446658,Simon Long,Assistants
446658,James Linington,Fourth official
446658,Lee Mason,VAR
446658,Mark Scholes,Assistant VAR
446663,Patrick Vieira,Manager Home Team
446663,Ralf Rangnick,Manager Away Team
446663,Martin Atkinson,Referee
446663,Constantine Hatzidakis,Assistants
446663,Richard West,Assistants
446663,Josh Smith,Fourth official
446663,Peter Bankes,VAR
446663,Natalie Aspinall,Assistant VAR
446660,Graham Potter,Manager Home Team
446660,David Moyes,Manager Away Team
446660,Kevin Friend,Referee
446660,Steven Meredith,Assistants
446660,Matt Wilkes,Assistants
446660,Andy Davies,Fourth official
446660,Simon Hooper,VAR
446660,Simon Beck,Assistant VAR
446666,Pep Guardiola,Manager Home Team
446666,Steven Gerrard,Manager Away Team
446666,Michael Oliver,Referee
446666,Stuart Burt,Assistants
446666,Simon Bennett,Assistants
446666,David Coote,Fourth official
446666,Darren England,VAR
446666,Adrian Holmes,Assistant VAR
446609,Frank Lampard,Manager Home Team
446609,Patrick Vieira,Manager Away Team
446609,Anthony Taylor,Referee
446609,Adam Nunn,Assistants
446609,Gary Beswick,Assistants
446609,Kevin Friend,Fourth official
446609,Mike Dean,VAR
446609,Edward Smart,Assistant VAR
446551,Thomas Tuchel,Manager Home Team
446551,Brendan Rodgers,Manager Away Team
446551,Stuart Attwell,Referee
446551,Daniel Cook,Assistants
446551,Dan Robathan,Assistants
446551,Andre Marriner,Fourth official
446551,Lee Mason,VAR
446551,Matt Wilkes,Assistant VAR
446667,Dean Smith,Manager Home Team
446667,Antonio Conte,Manager Away Team
446667,Chris Kavanagh,Referee
446667,Nicholas Hopton,Assistants
446667,Harry Lennard,Assistants
446667,Dean Whitestone,Fourth official
446667,Andy Madley,VAR
446667,Wade Smith,Assistant VAR
446458,Steven Gerrard,Manager Home Team
446458,Mike Jackson,Manager Away Team
446458,Paul Tierney,Referee
446458,Simon Long,Assistants
446458,Lee Betts,Assistants
446458,Craig Pawson,Fourth official
446458,John Brooks,VAR
446458,Sian Massey,Assistant VAR
446652,Eddie Howe,Manager Home Team
446652,Mikel Arteta,Manager Away Team
446652,Darren England,Referee
446652,Ian Hussin,Assistants
446652,Dan Robathan,Assistants
446652,Craig Pawson,Fourth official
446652,Jarred Gillet,VAR
446652,Nicholas Hopton,Assistant VAR
446653,Ralph Hasenhüttl,Manager Home Team
446653,Jürgen Klopp,Manager Away Team
446653,Martin Atkinson,Referee
446653,Richard West,Assistants
446653,Constantine Hatzidakis,Assistants
446653,David Coote,Fourth official
446653,Stuart Attwell,VAR
