match_id,stadium,attendance,is_home_team,team,possessions,total_shots,on_target,off_target,blocked,passing,clear_cut_chance,corners,offsides,tackles,aerial_duels,saves,fouls_committed,fouls_won,yellow_cards,red_cards
283167,Emirates Stadium,60112,True,Arsenal,51.8,12,6,6,0,80.8,0,7,1,0,0,0,11,11,3,0
283167,Emirates Stadium,60112,False,Manchester United,48.2,9,4,5,0,82.5,0,2,1,0,0,0,12,11,5,0
261905,Etihad Stadium,47189,True,Manchester City,62,14,8,6,0,87.5,0,9,3,0,0,0,9,7,1,0
261905,Etihad Stadium,47189,False,West Ham United,38,7,3,4,0,77.5,0,4,2,0,0,0,7,9,3,0
261904,Goodison Park,34563,True,Everton,53.9,13,4,9,0,81,0,7,4,0,0,0,12,16,1,0
261904,Goodison Park,34563,False,Fulham,46.1,3,0,3,0,79.9,0,2,4,0,0,0,17,12,3,0
261908,St. Mary's Stadium,31946,True,Southampton,61.7,15,3,12,0,81.8,0,7,2,0,0,0,9,11,2,2
261908,St. Mary's Stadium,31946,False,West Bromwich Albion,38.3,9,8,1,0,65.1,0,6,4,0,0,0,11,9,2,1
261909,Bet365 Stadium,27488,True,Stoke City,47.5,12,3,8,1,61.8,2,6,4,92.9,63.3,0,10,8,4,0
261909,Bet365 Stadium,27488,False,Norwich City,52.5,6,0,5,1,73.5,0,3,1,100,36.7,2,10,10,2,0
261910,DW Stadium,22326,True,Wigan Athletic,39,7,5,2,0,74.8,0,3,1,0,0,0,13,10,3,0
261910,DW Stadium,22326,False,Tottenham Hotspur,61,11,3,8,0,85.5,0,3,5,0,0,0,11,12,1,0
261906,St. James' Park,52351,True,Newcastle United,53.2,11,2,4,5,84.8,1,5,2,81,66.7,3,14,6,2,1
261906,St. James' Park,52351,False,Liverpool,46.8,16,9,3,4,82.8,4,7,5,71,33.3,2,6,14,2,0
283165,Old Trafford,75591,True,Manchester United,51.9,10,4,6,0,90.1,0,5,4,0,0,0,10,6,1,0
283165,Old Trafford,75591,False,Aston Villa,48.1,8,4,4,0,88.3,0,3,0,0,0,0,6,10,0,0
283163,White Hart Lane,36121,True,Tottenham Hotspur,45.3,9,6,3,0,77.4,0,4,4,0,0,0,12,10,3,0
283163,White Hart Lane,36121,False,Manchester City,54.7,8,4,4,0,80.1,0,5,2,0,0,0,10,10,2,0
283164,Anfield,45009,True,Liverpool,57,18,8,10,0,82,0,8,1,0,0,0,9,11,5,0
283164,Anfield,45009,False,Chelsea,43,8,5,3,0,76.6,0,5,1,0,0,0,13,8,3,0
261891,Craven Cottage,25700,True,Fulham,28.8,5,3,2,0,76.8,0,7,8,0,0,0,12,8,0,1
261891,Craven Cottage,25700,False,Arsenal,71.2,7,3,4,0,89.6,0,3,3,0,0,0,9,12,2,1
261894,Carrow Road,26460,True,Norwich City,45.5,19,8,11,0,71.3,0,8,5,0,0,0,9,11,2,0
261894,Carrow Road,26460,False,Reading,54.5,10,2,8,0,74.4,0,8,2,0,0,0,11,9,3,0
261895,Loftus Road Stadium,17391,True,Queens Park Rangers,48.8,19,5,14,0,72.3,0,5,4,0,0,0,9,14,1,0
261895,Loftus Road Stadium,17391,False,Stoke City,51.2,11,4,7,0,66.9,0,5,2,0,0,0,15,9,2,0
261896,Stadium of Light,44614,True,Sunderland,36.4,8,4,4,0,66.9,0,3,1,0,0,0,8,14,1,0
261896,Stadium of Light,44614,False,Everton,63.6,7,2,5,0,77.9,0,10,3,0,0,0,15,7,2,0
261897,Swansea Stadium,20561,True,Swansea City,54.7,8,3,5,0,79.3,0,7,3,0,0,0,13,13,0,0
261897,Swansea Stadium,20561,False,Southampton,45.3,7,4,3,0,74.6,0,2,0,0,0,0,13,12,0,0
261899,The Hawthorns,25671,True,West Bromwich Albion,57.2,10,4,6,0,76,0,15,6,0,0,0,9,10,0,0
261899,The Hawthorns,25671,False,Newcastle United,42.8,9,6,3,0,72.2,0,2,1,0,0,0,11,9,2,0
261900,Boleyn Ground,34544,True,West Ham United,36.6,15,8,7,0,77.6,0,3,4,0,0,0,14,10,3,0
261900,Boleyn Ground,34544,False,Wigan Athletic,63.4,15,8,7,0,83.1,0,6,2,0,0,0,12,14,1,0
284611,Etihad Stadium,47106,True,Manchester City,50.4,9,2,7,0,85.2,0,5,6,0,0,0,12,5,2,0
284611,Etihad Stadium,47106,False,Wigan Athletic,49.6,6,4,2,0,80.9,0,4,2,0,0,0,6,12,1,0
284612,Boleyn Ground,34692,True,West Ham United,33.5,10,2,8,0,72.9,0,2,2,0,0,0,9,7,1,0
284612,Boleyn Ground,34692,False,Manchester United,66.5,11,6,5,0,87.5,0,5,1,0,0,0,7,9,0,0
285064,Craven Cottage,25002,True,Fulham,52.8,6,2,4,0,83.8,0,6,3,0,0,0,14,13,2,0
285064,Craven Cottage,25002,False,Chelsea,47.2,12,7,5,0,81.2,0,5,0,0,0,0,13,12,1,0
284111,Emirates Stadium,60071,True,Arsenal,56.8,7,2,5,0,83.4,0,8,1,0,0,0,11,13,2,0
284111,Emirates Stadium,60071,False,Everton,43.2,7,2,5,0,79.2,0,1,2,0,0,0,13,11,3,0
284903,St. James' Park,52355,True,Newcastle United,65.8,14,5,9,0,80.8,0,10,4,0,0,0,14,7,3,0
284903,St. James' Park,52355,False,Sunderland,34.2,8,6,2,0,64,0,9,2,0,0,0,7,14,2,0
283160,Bet365 Stadium,27191,True,Stoke City,42.2,12,3,9,0,73.2,0,3,0,0,0,0,9,9,1,0
283160,Bet365 Stadium,27191,False,Manchester United,57.8,11,4,7,0,82.2,0,7,2,0,0,0,9,9,1,0
261881,Emirates Stadium,60095,True,Arsenal,67.9,10,7,3,0,85.2,0,9,3,0,0,0,10,10,1,0
261881,Emirates Stadium,60095,False,Norwich City,32.1,4,4,0,0,70.3,0,3,4,0,0,0,11,9,2,0
261882,Villa Park,37011,True,Aston Villa,48.7,13,4,9,0,82.2,0,8,5,0,0,0,5,15,1,0
261882,Villa Park,37011,False,Fulham,51.3,7,0,7,0,82.9,0,5,2,0,0,0,15,5,2,0
261884,Goodison Park,34876,True,Everton,60.2,8,5,3,0,76.2,0,13,2,0,0,0,6,13,3,0
261884,Goodison Park,34876,False,Queens Park Rangers,39.8,6,3,3,0,77.2,0,5,6,0,0,0,13,6,3,0
261887,Select Car Leasing Stadium,24139,True,Reading,39.9,5,2,3,0,65.5,0,4,2,0,0,0,12,8,2,0
261887,Select Car Leasing Stadium,24139,False,Liverpool,60.1,23,11,12,0,77.5,0,9,6,0,0,0,9,10,1,0
261888,St. Mary's Stadium,31984,True,Southampton,61.2,8,5,3,0,80,0,7,3,0,0,0,12,17,2,0
261888,St. Mary's Stadium,31984,False,West Ham United,38.8,5,3,2,0,70.1,0,4,4,0,0,0,17,10,3,0
283159,Old Trafford,75498,True,Manchester United,45,14,5,9,0,76.5,0,9,3,0,0,0,13,20,3,0
283159,Old Trafford,75498,False,Manchester City,55,7,3,4,0,82.4,0,4,1,0,0,0,21,13,5,0
283157,Anfield,45007,True,Liverpool,65.1,15,8,7,0,82.2,0,12,4,0,0,0,8,4,0,0
283157,Anfield,45007,False,West Ham United,34.9,7,1,6,0,64.6,0,2,0,0,0,0,5,8,1,0
283156,White Hart Lane,36192,True,Tottenham Hotspur,61.9,15,7,8,0,86.8,0,7,2,0,0,0,17,8,1,0
283156,White Hart Lane,36192,False,Everton,38.1,8,4,4,0,68.6,0,6,2,0,0,0,8,15,1,0
284902,Stamford Bridge,41500,True,Chelsea,61.7,10,3,7,0,82.9,0,8,3,0,0,0,9,14,0,0
284902,Stamford Bridge,41500,False,Sunderland,38.3,6,0,6,0,76.2,0,5,1,0,0,0,16,9,2,0
284793,St. James' Park,51847,True,Newcastle United,49.6,20,5,15,0,87.1,0,10,4,0,0,0,13,11,2,0
284793,St. James' Park,51847,False,Fulham,50.4,6,2,4,0,81.7,0,3,0,0,0,0,11,13,2,0
283158,Loftus Road Stadium,16658,True,Queens Park Rangers,32.1,6,1,5,0,74.2,0,2,3,0,0,0,9,12,2,1
283158,Loftus Road Stadium,16658,False,Wigan Athletic,67.9,11,7,4,0,85.4,0,10,2,0,0,0,12,8,3,0
261877,Select Car Leasing Stadium,24108,True,Reading,39.4,8,2,6,0,57.4,0,8,1,0,0,0,6,10,0,0
261877,Select Car Leasing Stadium,24108,False,Southampton,60.6,12,4,8,0,75.6,0,4,6,0,0,0,11,5,0,0
261875,Carrow Road,26372,True,Norwich City,34.7,8,4,4,0,67.7,0,2,0,0,0,0,8,16,5,0
261875,Carrow Road,26372,False,Swansea City,65.3,15,7,8,0,85.5,0,5,1,0,0,0,16,8,3,0
261878,Bet365 Stadium,27544,True,Stoke City,45.6,13,3,6,4,68.8,1,4,2,73.3,61.1,3,16,11,3,0
261878,Bet365 Stadium,27544,False,Aston Villa,54.4,12,6,3,3,74.4,1,2,3,81.8,38.9,2,12,16,1,0
261880,The Hawthorns,26144,True,West Bromwich Albion,51.9,18,5,13,0,80.8,0,6,6,0,0,0,7,15,2,0
261880,The Hawthorns,26144,False,Arsenal,48.1,11,6,5,0,78,0,4,1,0,0,0,16,6,4,1
281858,Craven Cottage,25117,True,Fulham,48.3,7,3,4,0,81.7,0,3,6,0,0,0,12,7,2,1
281858,Craven Cottage,25117,False,Queens Park Rangers,51.7,14,7,7,0,81.9,0,6,4,0,0,0,7,12,1,0
281856,Villa Park,42037,True,Aston Villa,46.5,7,4,3,0,79.2,0,7,3,0,0,0,9,8,1,0
281856,Villa Park,42037,False,Liverpool,53.5,12,7,5,0,82.3,0,8,6,0,0,0,9,9,1,0
261867,Stadium of Light,43760,True,Sunderland,38.6,6,1,5,0,72.7,0,3,1,0,0,0,12,9,3,0
261867,Stadium of Light,43760,False,Manchester United,61.4,12,8,4,0,84.5,0,6,3,0,0,0,9,11,1,0
261861,Emirates Stadium,60082,True,Arsenal,70.1,15,6,9,0,87.8,0,11,3,0,0,0,10,14,0,0
261861,Emirates Stadium,60082,False,Reading,29.9,5,2,3,0,71.7,0,3,1,0,0,0,14,9,1,0
261865,Etihad Stadium,47201,True,Manchester City,63.6,17,9,8,0,85.3,0,9,6,0,0,0,7,9,0,0
261865,Etihad Stadium,47201,False,Newcastle United,36.4,5,1,4,0,76.9,0,2,3,0,0,0,9,7,2,0
261866,St. Mary's Stadium,31779,True,Southampton,50.8,9,4,5,0,76.9,0,7,3,0,0,0,13,6,2,0
261866,St. Mary's Stadium,31779,False,Chelsea,49.2,7,2,5,0,76.3,0,7,3,0,0,0,8,12,1,0
261868,Swansea Stadium,20604,True,Swansea City,62.7,11,3,8,0,85.4,0,5,4,0,0,0,5,10,2,0
261868,Swansea Stadium,20604,False,Tottenham Hotspur,37.3,9,7,2,0,78,0,2,0,0,0,0,10,5,4,0
261869,Boleyn Ground,34966,True,West Ham United,39.5,11,5,6,0,74.2,0,5,3,0,0,0,11,13,1,0
261869,Boleyn Ground,34966,False,West Bromwich Albion,60.5,14,7,7,0,80.3,0,3,2,0,0,0,14,10,1,1
261870,DW Stadium,17784,True,Wigan Athletic,52.8,11,3,8,0,78.8,0,10,4,0,0,0,14,11,1,0
261870,DW Stadium,17784,False,Norwich City,47.2,4,0,4,0,72.8,0,3,4,0,0,0,12,14,2,0
261863,Goodison Park,33977,True,Everton,54,13,6,7,0,76.8,0,4,1,0,0,0,13,18,1,0
261863,Goodison Park,33977,False,Stoke City,46,8,3,5,0,73,0,3,2,0,0,0,18,13,3,0
281854,Stadium of Light,38625,True,Sunderland,65.1,11,6,5,0,82.3,0,6,3,0,0,0,12,12,1,0
281854,Stadium of Light,38625,False,Norwich City,34.9,6,1,5,0,66.2,0,9,1,0,0,0,14,11,3,1
284107,White Hart Lane,36004,True,Tottenham Hotspur,59.5,11,3,8,0,82.3,0,5,1,0,0,0,10,5,1,0
284107,White Hart Lane,36004,False,Fulham,40.5,7,2,5,0,74.7,0,5,4,0,0,0,8,10,1,0
284106,Stamford Bridge,41639,True,Chelsea,63.8,20,11,9,0,86.8,0,5,1,0,0,0,5,13,0,0
284106,Stamford Bridge,41639,False,West Ham United,36.2,11,5,6,0,74.8,0,5,0,0,0,0,14,5,2,0
281855,DW Stadium,22297,True,Wigan Athletic,49.8,8,4,4,0,78.2,0,7,1,0,0,0,9,12,1,0
281855,DW Stadium,22297,False,Newcastle United,50.2,7,2,5,0,80.6,0,3,6,0,0,0,12,8,2,0
261853,Goodison Park,36519,True,Everton,40.6,7,3,4,0,75.2,0,13,3,0,0,0,16,10,3,1
261853,Goodison Park,36519,False,Manchester City,59.4,14,8,6,0,80,0,6,0,0,0,0,10,14,3,0
261851,Villa Park,38594,True,Aston Villa,60.1,11,6,5,0,87.4,0,9,0,0,0,0,17,10,3,0
261851,Villa Park,38594,False,Queens Park Rangers,39.9,15,7,8,0,80.8,0,6,0,0,0,0,10,17,2,0
261855,St. Mary's Stadium,32070,True,Southampton,47.9,16,11,5,0,72.3,0,7,0,0,0,0,12,10,0,0
261855,St. Mary's Stadium,32070,False,Liverpool,52.1,7,5,2,0,74.5,0,5,6,0,0,0,10,11,1,0
261856,Bet365 Stadium,26137,True,Stoke City,48.5,10,1,9,0,72.5,0,7,2,0,0,0,15,11,2,0
261856,Bet365 Stadium,26137,False,West Bromwich Albion,51.5,8,4,4,0,78.7,0,1,2,0,0,0,11,15,2,0
261858,Swansea Stadium,20583,True,Swansea City,56.9,7,0,7,0,88.2,0,3,3,0,0,0,3,7,1,0
261858,Swansea Stadium,20583,False,Arsenal,43.1,11,6,5,0,84.6,0,8,1,0,0,0,8,2,1,0
261854,Old Trafford,75605,True,Manchester United,56.8,13,4,9,0,87.9,0,5,0,0,0,0,6,16,0,0
261854,Old Trafford,75605,False,Reading,43.2,2,0,2,0,74.6,0,4,1,0,0,0,16,5,2,0
284105,St. James' Park,50703,True,Newcastle United,56.2,12,4,8,0,82.2,0,14,1,0,0,0,10,12,1,0
284105,St. James' Park,50703,False,Stoke City,43.8,6,4,2,0,72.5,0,4,3,0,0,0,14,10,1,0
281853,Anfield,44752,True,Liverpool,46.5,10,4,6,0,75.1,0,1,6,0,0,0,9,8,1,0
281853,Anfield,44752,False,Tottenham Hotspur,53.5,13,7,6,0,79.6,0,4,0,0,0,0,9,9,1,0
261846,Carrow Road,26783,True,Norwich City,40.9,4,2,2,0,60.7,0,1,5,0,0,0,9,10,2,0
261846,Carrow Road,26783,False,Southampton,59.1,12,5,7,0,75.3,0,7,2,0,0,0,11,9,3,0
261847,Loftus Road Stadium,18169,True,Queens Park Rangers,49.7,13,6,7,0,68.9,0,4,0,0,0,0,4,19,0,0
261847,Loftus Road Stadium,18169,False,Sunderland,50.3,7,2,5,0,71.1,0,5,0,0,0,0,19,4,2,0
261848,Select Car Leasing Stadium,24102,True,Reading,41.5,9,3,6,0,64.9,0,6,2,0,0,0,8,7,2,0
261848,Select Car Leasing Stadium,24102,False,Aston Villa,58.5,15,4,11,0,79.7,0,1,1,0,0,0,7,8,3,0
261849,The Hawthorns,24832,True,West Bromwich Albion,44.2,11,5,6,0,79.2,0,3,1,0,0,0,11,10,1,0
261849,The Hawthorns,24832,False,Swansea City,55.8,8,2,6,0,84.8,0,3,4,0,0,0,10,10,1,0
281851,Villa Park,33217,True,Aston Villa,47.2,6,1,5,0,78.6,0,6,3,0,0,0,12,14,2,0
281851,Villa Park,33217,False,Manchester City,52.8,15,8,7,0,79.4,0,5,1,0,0,0,14,10,0,0
281850,White Hart Lane,36170,True,Tottenham Hotspur,39.5,11,4,5,2,73.5,3,4,5,71.4,40.5,1,21,13,3,0
281850,White Hart Lane,36170,False,Arsenal,60.5,11,2,4,5,82.5,0,6,2,71.4,59.5,2,13,18,1,0
261832,Stamford Bridge,41548,True,Chelsea,52.9,15,9,6,0,84.9,0,9,2,0,0,0,12,15,1,0
261832,Stamford Bridge,41548,False,West Bromwich Albion,47.1,7,3,4,0,80,0,7,1,0,0,0,17,12,2,0
261833,Goodison Park,35244,True,Everton,60,19,12,7,0,79.6,0,9,1,0,0,0,8,8,1,0
261833,Goodison Park,35244,False,Reading,40,12,5,7,0,70.7,0,10,4,0,0,0,8,8,1,0
261834,Old Trafford,75586,True,Manchester United,65,11,7,4,0,88.4,0,7,3,0,0,0,5,14,0,0
261834,Old Trafford,75586,False,Norwich City,35,0,0,0,0,73.1,0,3,2,0,0,0,14,5,4,0
261835,St. Mary's Stadium,31728,True,Southampton,67,15,7,8,0,79.9,0,6,3,0,0,0,7,15,1,0
261835,St. Mary's Stadium,31728,False,Queens Park Rangers,33,5,3,2,0,60,0,3,1,0,0,0,16,7,3,0
261836,Bet365 Stadium,22690,True,Stoke City,52.1,8,2,6,0,65.3,0,4,2,0,0,0,12,12,1,0
261836,Bet365 Stadium,22690,False,West Ham United,47.9,7,3,4,0,71.5,0,2,3,0,0,0,12,12,2,0
261837,Stadium of Light,39312,True,Sunderland,49.5,13,5,8,0,81.3,0,7,3,0,0,0,9,14,1,0
261837,Stadium of Light,39312,False,Fulham,50.5,8,5,3,0,82.5,0,3,1,0,0,0,14,9,3,0
261838,Swansea Stadium,20405,True,Swansea City,63.1,12,6,4,2,84.7,2,7,1,69.6,52.9,0,9,17,0,0
261838,Swansea Stadium,20405,False,Newcastle United,36.9,17,5,8,4,80.4,1,7,1,64.3,47.1,0,17,9,2,0
261840,DW Stadium,20804,True,Wigan Athletic,52.1,11,6,5,0,81.5,0,5,0,0,0,0,12,15,2,0
261840,DW Stadium,20804,False,Liverpool,47.9,7,6,1,0,81.5,0,3,4,0,0,0,15,12,2,0
280461,Upton Park,35005,True,West Ham United,38.3,9,6,3,0,68.4,0,6,2,0,0,0,12,7,4,0
280461,Upton Park,35005,False,Tottenham Hotspur,61.7,22,13,9,0,84.2,0,12,2,0,0,0,8,12,1,0
280460,Etihad Stadium,47256,True,Manchester City,47,11,6,5,0,81.3,0,6,2,0,0,0,20,5,3,0
280460,Etihad Stadium,47256,False,Chelsea,53,5,2,3,0,82.4,0,6,1,0,0,0,5,20,1,0
281513,St. James' Park,52259,True,Newcastle United,41.4,10,4,6,0,70.8,0,7,5,0,0,0,13,11,0,0
281513,St. James' Park,52259,False,Southampton,58.6,8,3,5,0,79.5,0,3,3,0,0,0,15,13,4,0
261822,Craven Cottage,25458,True,Fulham,60.7,15,4,11,0,83.4,0,9,1,0,0,0,7,9,1,0
261822,Craven Cottage,25458,False,Stoke City,39.3,8,3,5,0,67.1,0,4,2,0,0,0,10,4,3,0
261821,Emirates Stadium,60079,True,Arsenal,63.9,18,7,11,0,89.3,0,12,3,0,0,0,7,10,1,0
261821,Emirates Stadium,60079,False,Aston Villa,36.1,6,3,3,0,81.7,0,3,3,0,0,0,10,7,2,0
261826,Carrow Road,26828,True,Norwich City,44.8,6,5,1,0,74.3,0,7,2,0,0,0,17,10,1,0
261826,Carrow Road,26828,False,Everton,55.2,13,3,10,0,80.3,0,5,2,0,0,0,10,16,1,0
261827,Loftus Road Stadium,18337,True,Queens Park Rangers,48.5,9,3,6,0,74.2,0,2,1,0,0,0,11,6,0,0
261827,Loftus Road Stadium,18337,False,Manchester United,51.5,10,6,4,0,76.6,0,4,2,0,0,0,6,11,0,0
