match_id,name_officials,role
261933,Brian Kidd,Manager Home Team
261933,Chris Hughton,Manager Away Team
261935,Mauricio Pochettino,Manager Home Team
261935,Tony Pulis,Manager Away Team
261938,Steve Clarke,Manager Home Team
261938,Sir Alex Ferguson,Manager Away Team
261934,Alan Pardew,Manager Home Team
261934,Arsène Wenger,Manager Away Team
261936,Michael Laudrup,Manager Home Team
261936,Martin Jol,Manager Away Team
261937,André Villas-Boas,Manager Home Team
261937,Paolo Di Canio,Manager Away Team
261932,Brendan Rodgers,Manager Home Team
261932,Harry Redknapp,Manager Away Team
261931,Rafael Benítez,Manager Home Team
261931,David Moyes,Manager Away Team
285708,Nigel Adkins,Manager Home Team
285708,Brian Kidd,Manager Away Team
261939,Sam Allardyce,Manager Home Team
261939,Nigel Adkins,Manager Away Team
261924,Martin Jol,Manager Home Team
261924,Brendan Rodgers,Manager Away Team
261940,Roberto Martínez,Manager Home Team
261940,Paul Lambert,Manager Away Team
261929,Tony Pulis,Manager Home Team
261929,André Villas-Boas,Manager Away Team
261923,David Moyes,Manager Home Team
261923,Sam Allardyce,Manager Away Team
261923,M Jones,Referee
261926,Chris Hughton,Manager Home Team
261926,Steve Clarke,Manager Away Team
261927,Harry Redknapp,Manager Home Team
261927,Alan Pardew,Manager Away Team
285706,Arsène Wenger,Manager Home Team
285706,Roberto Martínez,Manager Away Team
261925,Sir Alex Ferguson,Manager Home Team
261925,Michael Laudrup,Manager Away Team
261930,Paolo Di Canio,Manager Home Team
261930,Mauricio Pochettino,Manager Away Team
285626,Paul Lambert,Manager Home Team
285626,Rafael Benítez,Manager Away Team
285743,Rafael Benítez,Manager Home Team
285743,André Villas-Boas,Manager Away Team
285704,Roberto Mancini,Manager Home Team
285704,Steve Clarke,Manager Away Team
284613,Roberto Martínez,Manager Home Team
284613,Michael Laudrup,Manager Away Team
285623,Brendan Rodgers,Manager Home Team
285623,David Moyes,Manager Away Team
285625,Paolo Di Canio,Manager Home Team
285625,Tony Pulis,Manager Away Team
285624,Sir Alex Ferguson,Manager Home Team
285624,Rafael Benítez,Manager Away Team
261911,Martin Jol,Manager Home Team
261911,Nigel Adkins,Manager Away Team
261914,Chris Hughton,Manager Home Team
261914,Paul Lambert,Manager Away Team
261917,Michael Laudrup,Manager Home Team
261917,Roberto Mancini,Manager Away Team
261918,André Villas-Boas,Manager Home Team
261918,Mauricio Pochettino,Manager Away Team
261920,Sam Allardyce,Manager Home Team
261920,Alan Pardew,Manager Away Team
261919,Steve Clarke,Manager Home Team
261919,Roberto Martínez,Manager Away Team
261915,Harry Redknapp,Manager Home Team
261915,Arsène Wenger,Manager Away Team
284967,Paul Lambert,Manager Home Team
284967,Paolo Di Canio,Manager Away Team
285703,Rafael Benítez,Manager Home Team
285703,Michael Laudrup,Manager Away Team
283166,Nigel Adkins,Manager Home Team
283166,Harry Redknapp,Manager Away Team
283167,Arsène Wenger,Manager Home Team
283167,Sir Alex Ferguson,Manager Away Team
261905,Roberto Mancini,Manager Home Team
