match_id,number_player,name_player,nationality,age,position,transfer_fee,first_team,substitution,play_time,goals,penalty_goals,missed_penalty_goals,own_goals,assists,yellow_card,red_card
356707,13,Thibaut Courtois,Belgium,25.0,GK,40000000.0,True,False,90,0,0,0,0,0,False,False
356707,28,César Azpilicueta,Spain,27.0,CB,25000000.0,True,False,90,0,0,0,0,0,False,False
356707,30,David Luiz,Brazil,30.0,CB,30000000.0,True,False,90,0,0,0,0,0,False,False
356707,26,John Terry,England,36.0,CB,1000000.0,True,True,28,0,0,0,0,0,False,False
356707,15,Victor Moses,Nigeria,26.0,RM,12000000.0,True,False,90,0,0,0,0,0,False,False
356707,4,Cesc Fàbregas,Spain,30.0,DM,35000000.0,True,False,90,0,0,0,0,1,False,False
356707,7,N'Golo Kanté,France,26.0,DM,40000000.0,True,False,90,0,0,0,0,0,False,False
356707,3,Marcos Alonso,Spain,26.0,LM,20000000.0,True,False,90,0,0,0,0,0,False,False
356707,22,Willian,Brazil,28.0,AM,32000000.0,True,False,90,1,0,0,0,0,False,False
356707,10,Eden Hazard,Belgium,26.0,AM,70000000.0,True,True,71,1,0,0,0,0,False,False
356707,19,Diego Costa,Spain,28.0,CF,50000000.0,True,True,62,0,0,0,0,1,True,False
356707,1,Asmir Begovic,Bosnia-Herzegovina,29.0,GK,8000000.0,False,False,0,0,0,0,0,0,False,False
356707,5,Kurt Zouma,France,22.0,CB,17000000.0,False,False,0,0,0,0,0,0,False,False
356707,11,Pedro,Spain,29.0,AM,25000000.0,False,True,19,1,0,0,0,1,False,False
356707,21,Nemanja Matic,Serbia,28.0,DM,35000000.0,False,False,0,0,0,0,0,0,False,False
356707,23,Michy Batshuayi,Belgium,23.0,CF,25000000.0,False,True,28,2,0,0,0,0,False,False
356707,24,Gary Cahill,England,31.0,CB,16000000.0,False,True,62,0,0,0,0,0,False,False
356707,29,Nathaniel Chalobah,England,22.0,DM,4000000.0,False,False,0,0,0,0,0,0,False,False
356711,40,Joel Pereira,Portugal,20.0,GK,100000.0,True,False,90,0,0,0,0,0,False,False
